periods,kuipMetricBaseline,kuipMetricRolling
724.14,0.4383055954239185,0.47784573878660347
731.95,0.43879443131243573,0.48021040696801126
734.22,0.4318326843010889,0.47835094005295703
734.79,0.4297910457671979,0.4774515712081431
739.03,0.4197996261371264,0.4689550375271479
739.43,0.4188434162386406,0.467449184706255
740.87,0.41556850177871846,0.46252351128810176
741.3,0.41438682380511155,0.4614898401606691
744.88,0.4017825576740887,0.44804398681223223
745.57,0.40016444112703825,0.4457242189379562
747.02,0.3948957872412985,0.4415399332892561
747.72,0.3924636518079135,0.4389517903756844
748.64,0.3884440506078774,0.4357149045730391
757.48,0.3631100039519181,0.4148040064318721
763.86,0.34736167182331446,0.3972937595181111
764.24,0.3463582066943919,0.39610105801882206
765.13,0.3443410564216124,0.39407648440630505
767.08,0.33993782041922255,0.3866910575413308
776.89,0.30764207608277067,0.35373405446988604
778.05,0.3032722835663416,0.3495242707301679
787.68,0.2791589910391293,0.3119844567430618
790.61,0.2795029458196152,0.3021222255655231
791.29,0.27874310769069865,0.30028307363034623
795.66,0.27600420102792317,0.2869658638019337
798.74,0.27085036451309435,0.28345751220324616
801.27,0.27239362023673774,0.2854352562909791
803.57,0.276823498490114,0.28600844856733243
807.42,0.27572063539313824,0.2822347399425858
807.92,0.27465284409706103,0.28170129504286856
812.02,0.2800650390733844,0.29194090162598896
821.41,0.2780604207248606,0.2916913986403146
823.17,0.28081565595993463,0.2928732423576358
825.64,0.2865755796965772,0.2921990406207025
827.27,0.2844026876283637,0.28905766750442785
834.74,0.26915087097442736,0.2845055752683779
837.83,0.27045969296712286,0.28142271643464
841.56,0.2676535717930668,0.27717366979397773
843.43,0.2660225097989958,0.27313248625280284
846.7,0.2583741181426181,0.26815300998421576
847.41,0.25649383080434307,0.26825054907971013
851.93,0.25095560605836503,0.2606183858133889
858.9,0.24319424687958568,0.25664268166650805
860.55,0.24175326783694823,0.2550846402874492
861.03,0.2414337274724897,0.2536211653166327
871.08,0.23309575115526848,0.25024628800585114
872.2,0.23111682321264526,0.24702666180392585
874.55,0.2325640016152875,0.2490696929017828
880.5,0.2283829493320379,0.24073379653538174
883.72,0.2260228289934898,0.23384554329878748
885.21,0.2239341850343215,0.2317011722211365
886.06,0.22156628710534654,0.22933015306183274
894.24,0.21075974068485528,0.22221539094112258
895.82,0.20929523763940006,0.22027296749654646
899.13,0.20904777533079655,0.21681924496256605
901.22,0.2056171205347354,0.2141857651621472
901.97,0.2043899006237586,0.21346879644531597
903.97,0.20718085047810697,0.21476771062291056
906.9,0.20785521549303576,0.21534911703948972
913.57,0.19729934404400198,0.20997957555402957
914.28,0.19770642435399755,0.20885733169154133
922.03,0.18930274947039794,0.20028282938834702
923.58,0.1868453297265597,0.19914461935584898
924.35,0.18562761102320835,0.197944876090776
925.57,0.18370238673411038,0.19604807113225547
934.12,0.1735788458565391,0.18456614400769766
938.63,0.17163424630114182,0.17769320549241918
942.18,0.1660508183242013,0.17232952302470442
943.14,0.16454815369152057,0.17088599836951918
945.17,0.16138069600297134,0.16784320148175322
949.82,0.15417621681030505,0.16092226708548021
950.43,0.15323634361083904,0.16001938422880657
953.79,0.14808088560562221,0.1550668282309815
955.5,0.1454710477191548,0.15255970504912322
955.98,0.1447401398853687,0.1518575633630865
956.71,0.14362995677153048,0.15079107343463397
956.81,0.14347800881702377,0.15064510565588612
957.58,0.1423090725587656,0.14952217491509567
959.15,0.13993147179485294,0.1472381487603226
961.27,0.13673327769152657,0.14416582514278747
969.24,0.12483504437556842,0.13550208868658958
970.53,0.12292760697399871,0.13500153002730736
973.16,0.11905446504679153,0.1319333867108101
977.41,0.11283964183021396,0.1259631586601618
980.8,0.10792102105118662,0.12123811874798529
981.41,0.10703956680112225,0.12039135566145698
982.08,0.10607267398335174,0.11946251659050389
984.41,0.10321653023268845,0.11624221863854678
984.7,0.10309511582671171,0.11584247545990006
985.55,0.10226115878248007,0.11467216969638389
994.06,0.09017914918422738,0.10440608090065412
1013.71,0.11024385967107171,0.11831841288642872
1014.93,0.112495672097459,0.12081227350041768
1022.23,0.1168341403339257,0.12978225460913528
1027.02,0.12267518978294772,0.13864112406840684
1032.9,0.12781018243127074,0.1461874617559454
1034.75,0.1295963644921373,0.1482469328903465
1036.28,0.13198155373820009,0.14969606485788067
1037.26,0.1318435353444597,0.14984174071549727
1042.44,0.13483861105523243,0.15197871527910906
1063.6,0.16556162263308066,0.16058834114998727
1071.21,0.17819232188994344,0.16665333701332052
1073.75,0.1816040338317028,0.17151248426252425
1073.91,0.18181840449586034,0.1718427625088823
1076.8,0.18332933084481828,0.1749398198142263
1077.82,0.18364754187643728,0.17585063411824597
1085.26,0.19017041239890337,0.186349553657014
1087.88,0.1912239798412515,0.1893273516193687
1088.07,0.19148237567536905,0.1895852571329139
1088.69,0.19204880687392048,0.19042621739392818
1094.35,0.1928790688308814,0.19141581942037894
1112.01,0.18376710473827332,0.18247676124261333
1112.16,0.1836938224668811,0.1825823775343608
1114.12,0.1838904115890968,0.18192483420351357
1119.23,0.18208875719590709,0.17731397311965427
1119.62,0.18259101187684199,0.17713430539720626
1122.87,0.18366600257128962,0.17336061525973961
1126.87,0.18035357211883818,0.17141683049491319
1127.23,0.18017438103482358,0.17157487048959666
1128.05,0.17866071122353913,0.1713291456648631
1134.34,0.17234128724938377,0.16956152550840228
1136.06,0.17213254705552378,0.16815957733111575
1146.15,0.16255624897399007,0.16438414929875894
1150.31,0.15475571924144277,0.16103254668374611
1154.76,0.151891449691635,0.152924254146836
1160.5,0.1426357770514681,0.14720561549040323
1164.01,0.14029020827963157,0.14115561589417008
1174.73,0.13516741339956911,0.13293093016133872
1176.62,0.13295907047287314,0.13188694491604044
1180.09,0.13312030612016634,0.12925256211575387
1183.93,0.1312316106266671,0.1268550225257375
1184.46,0.1310929978372764,0.12673927144878377
1189.13,0.1296757195351761,0.1253493359088419
1192.41,0.13121162686620103,0.12549325897025831
1197.75,0.13269015081014632,0.12870377906118213
1197.82,0.1327683045871147,0.12874567444990132
1198.03,0.1330027111204169,0.12887133124106265
1204.01,0.13950675214224942,0.13243116174864977
1212.04,0.14375715043809528,0.13715608134526402
1217.76,0.14993649549298219,0.14195983798720932
1224.98,0.1553673784923759,0.14780527933823895
1228.8,0.15613300681631814,0.15186488868552456
1229.54,0.1557158347605966,0.15264838856997798
1231.9,0.15801235596829433,0.15514083003363532
1235.19,0.16147570568010594,0.15859956876677983
1235.23,0.1615176997594483,0.15864150693672197
1235.65,0.1619584734429823,0.15908169379009984
1239.33,0.16188485115460405,0.16247650166308913
1239.42,0.16183435678008884,0.16257034826644456
1243.52,0.1637535471646375,0.16382642159500793
1247.78,0.1663347840580925,0.16454095283915207
1248.49,0.1670648211580672,0.1652700179941098
1248.64,0.16721894812019195,0.1654239397571661
1250.51,0.16913729378536485,0.1673397314062347
1251.03,0.16966971839510475,0.16787144716508703
1254.77,0.17348607915817923,0.17125356183582538
1260.35,0.17470186120461373,0.1749517287430361
1261.2,0.1752941014349807,0.17580713983941187
1261.36,0.17545520555122884,0.17596802946746093
1261.57,0.1756665926888663,0.17617913517190104
1281.15,0.17624606500397222,0.17989233085942952
1282.59,0.1754254767919184,0.18038054382145746
1285.09,0.1723086707003949,0.17910244186135715
1287.76,0.17014428327603193,0.17859286943142294
1296.33,0.16120972660671298,0.17194522202630075
1301.87,0.15452452827518492,0.16639811412128772
1302.21,0.1545884978717942,0.16594070019188634
1306.18,0.15091533419459538,0.16061734352248308
1306.75,0.1501503605875129,0.15985568828740027
1307.39,0.14929223778854228,0.15900128793145515
1307.54,0.149091236773357,0.15880115883673154
1307.62,0.1489840550876508,0.15869444209347766
1307.7,0.14887688651586178,0.158587738407254
1316.47,0.13941132814454954,0.15298305693096725
1316.77,0.1392363355159456,0.15312294988110983
1317.51,0.13880502776147996,0.15348921351513226
1317.95,0.13854880411233084,0.15370679690863293
1318.55,0.13819968381145925,0.1540032675117794
1319.47,0.13766498269094501,0.15445733209440682
1320.28,0.13719483008860872,0.15485658251106152
1323.84,0.1398892907604306,0.15888200603267896
1324.05,0.14015300145085544,0.15898583746588538
1329.16,0.14485815534860305,0.1634825138374417
1331.19,0.1458504053766194,0.16599514780009805
1333.79,0.1475925581712636,0.16821899273154273
1334.07,0.14793892818130328,0.1685683074758889
1334.57,0.1485570845587063,0.16919171923406584
1336.42,0.15074308225966865,0.1714942867051114
1337.92,0.1523608235992358,0.1733565586806302
1339.98,0.15365686114683236,0.1759072841530787
1340.83,0.15407121970271104,0.1769574837615387
1342.76,0.1550101094898334,0.17933711771101107
1343.58,0.15540819956134344,0.18034608453768874
1344.13,0.1556749390439606,0.18102214080883614
1348.2,0.16027924139660293,0.18493413009835918
1351.81,0.16401819721191402,0.1893530849184045
1352.48,0.16483574200241438,0.19017062797283366
1357.82,0.16984574597308186,0.19591718169572964
1358.54,0.1707204080031445,0.19625898635818978
1359.42,0.1717881811526623,0.19667625591878668
1366.84,0.1794273965176404,0.2049238260344563
1367.71,0.17983499914088003,0.20533136361988752
1372.21,0.18245233876020672,0.2101134819067269
1382.57,0.19436115415550387,0.22002900248584126
1385.65,0.19800902312880242,0.22297163754520372
1387.05,0.19966178985950706,0.22462140847402318
1390.88,0.2041662856382005,0.22787386997273154
1391.4,0.2047759500880258,0.22810916990370478
1393.38,0.20690869123848998,0.22966405118867184
1398.11,0.21236663089890656,0.23516314970010876
1398.57,0.21290628481842366,0.23543009735361858
1407.09,0.22283782408967318,0.24305927532438584
1415.63,0.2326727091950898,0.25297047534029127
1418.4,0.23562289098887185,0.25615959851138037
1435.23,0.24636345914847207,0.2752714998091313
1435.49,0.24665532967909293,0.2755632369195163
1436.18,0.2474293967977086,0.2760841613194892
1436.97,0.24830309667079628,0.27601261769668606
1439.47,0.24953561467817317,0.27708436462655994
1439.56,0.24963645668312812,0.277122878099211
1441.58,0.2518964866700005,0.27798602637882663
1447.21,0.25591277649590916,0.28319435558725986
1452.08,0.2573708980384776,0.2836216521722539
1454.97,0.25965076049961455,0.2848346382584548
1465.2,0.2609376349763865,0.2865918759190111
1466.68,0.2606541528036151,0.2857445039201476
1481.41,0.2546359864862174,0.2754011354321092
1487.4,0.25072984051401087,0.271462039201394
1496.07,0.24272600438781233,0.2634467153070622
1504.33,0.23721922120006195,0.26106547645817096
1509.52,0.23520775156412602,0.25823774058888405
1519.26,0.2302055778585731,0.25144321732327435
1523.5,0.22916264801773448,0.24970228202504627
1527.68,0.22568365465655021,0.24621407358691355
1552.11,0.2041165864339033,0.22461733076162135
1554.96,0.2016447161505053,0.22214205937763354
1565.92,0.20261519807123393,0.21447922834105318
1568.07,0.20363599914989328,0.21324699849201856
1571.39,0.20520681881653247,0.21042271470893426
1572.45,0.20570694859374428,0.2095234972817428
1573.04,0.2059850307216211,0.20948537675468515
1573.41,0.2061593148060249,0.2096578669346263
1573.79,0.20633822397009582,0.20983493458833258
1580.9,0.20966984885456919,0.212117152310407
1583.68,0.21096437444996718,0.2134084745203435
1584.17,0.2111920752416862,0.21363561185205182
1589.73,0.21376594942857796,0.21481090962552044
1593.46,0.21548260028002114,0.21650989100568818
1596.23,0.2152530639321965,0.2177664632357242
1599.91,0.2160820073671112,0.21942911432195908
1612.83,0.21617195132704659,0.21852992301140306
1613.12,0.21594296162495707,0.21830061226937436
1616.85,0.21300500318436244,0.2153585348575321
1621.34,0.21050571182978478,0.21183495447540396
1627.58,0.21084390624347407,0.21183769734003305
1635.09,0.20735352610013955,0.20833625363948433
1642.06,0.20191946360418211,0.20335947198769325
1644.4,0.20010544430780172,0.20232349088698492
1644.86,0.199749449257831,0.20224698109089587
1648.74,0.1979297006874377,0.20009805372945533
1654.25,0.19370086494755367,0.195863399441638
1654.95,0.19316564221050248,0.1953274402798727
1655.16,0.1930051636683493,0.19516674093177033
1655.5,0.19274542758650293,0.19490664747334674
1656.87,0.19169992410647607,0.19385970546212905
1666.88,0.1866088956609318,0.18720634018172755
1667.59,0.1860586522272767,0.1866553610814266
1672.17,0.18616045156153457,0.1866519472650268
1673.45,0.18516508962468084,0.1856552678812227
1684.63,0.178697198894741,0.1796881626524755
1686.3,0.1793825526206907,0.17971172541782773
1686.84,0.17960387366273806,0.17993249878695858
1690.01,0.18021125893515702,0.1805338487524033
1695.42,0.18198101789721466,0.18167183629935124
1699.35,0.18469177007170068,0.18324573485185436
1701.43,0.1855304651421641,0.1840757972417445
1702.96,0.18614608210074368,0.18468507766068526
1704.68,0.186836828788853,0.18536871449954695
1707.95,0.18968837081671364,0.18792311655485056
1713.36,0.19265170726179592,0.1932660642987945
1717.0,0.19451173712991177,0.19684200165905535
1717.47,0.19497334522201318,0.19730262489382
1738.3,0.20767545496313627,0.2134531770625104
1741.38,0.20886900976115738,0.2158601160525555
1742.49,0.20922456653212895,0.2169315840951649
1746.89,0.20999596615682303,0.21997779973713893
1748.66,0.20965970691639657,0.22140023260927277
1756.26,0.21076281750469267,0.22419218215991588
1761.78,0.21287483692351816,0.2231622845793229
1763.99,0.21371670452075794,0.22275175928118954
1767.05,0.21325641800582984,0.2230176392358573
1767.19,0.21323040036896765,0.22299122122059528
1768.55,0.21297787197526505,0.2227348067355187
1770.3,0.21265349820216,0.22240544126186435
1773.9,0.21257192646106804,0.22172993289519727
1782.36,0.21396068412277283,0.22015322937595885
1784.31,0.2136048555893789,0.21979192509318898
1784.67,0.2135392491959765,0.21972530910068488
1792.32,0.2121513438241699,0.21905371199623302
1797.69,0.21118414484844183,0.2189920581963971
1798.73,0.21099749636976772,0.21880638551709897
1801.15,0.21056401403755098,0.21837516943313823
1801.95,0.21042097016328581,0.2182328733931131
1803.85,0.2100817494680695,0.21789542614574414
1807.08,0.20950671137126897,0.21800601255060098
1807.13,0.20949782600928968,0.21799699045418147
1809.03,0.2091605462089694,0.21765452034593824
1809.67,0.20904709563070073,0.21753932390730463
1809.68,0.2090453236021203,0.2175375246094542
1811.52,0.20871960332255762,0.21720679190831732
